
Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#9 - >DIPPA_20860.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00313.21 ;; note='Cold-shock' DNA-binding domain	superfamily	471952	4	64	2.17812e-08	48.3924	cl09927	S1_like superfamily	 - 	 - 
Q#10 - >DIPPA_20868.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00313.21 ;; note='Cold-shock' DNA-binding domain	superfamily	471952	121	182	2.94611e-13	61.104	cl09927	S1_like superfamily	 - 	 - 
Q#10 - >DIPPA_20868.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00313.21 ;; note='Cold-shock' DNA-binding domain	superfamily	471952	4	64	2.73437e-06	41.844	cl09927	S1_like superfamily	 - 	 - 
Q#11 - >DIPPA_20885.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00313.21 ;; note='Cold-shock' DNA-binding domain	superfamily	471952	139	200	7.21962e-13	59.5632	cl09927	S1_like superfamily	 - 	 - 
Q#11 - >DIPPA_20885.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00313.21 ;; note='Cold-shock' DNA-binding domain	superfamily	471952	4	64	6.06152e-10	51.8592	cl09927	S1_like superfamily	 - 	 - 
Q#13 - >DIPPA_02842.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00017.23 ;; note=SH2 domain	superfamily	472789	212	273	0.00553372	33.3433	cl15255	SH2 superfamily	C	 - 
Q#14 - >DIPPA_02866.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF11527.7 ;; note=The ARF-like 2 binding protein BART	superfamily	463288	7	70	0.000182342	36.7917	cl13043	ARL2_Bind_BART superfamily	C	 - 
Q#15 - >DIPPA_14758.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF04145.14 ;; note=Ctr copper transporter family,plasma_membrane predicted localisation,contains 3 TM domains	specific	461194	40	137	3.30845e-10	55.0065	pfam04145	Ctr	 - 	cl04417
Q#19 - >DIPPA_33386.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	263	418	9.07998e-12	62.7052	cl40470	ps-ssRNAv_RdRp-like superfamily	 - 	 - 
Q#21 - >DIPPA_34130.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13695.5 ;; note=Zinc-binding domain	specific	463958	91	203	1.26657e-15	68.9863	pfam13695	zf-3CxxC	 - 	cl16352
Q#23 - >DIPPA_34124.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF10551.8 ;; note=MULE transposase domain	superfamily	463145	221	311	1.42518e-18	79.6154	cl48097	MULE superfamily	 - 	 - 
Q#24 - >DIPPA_04930.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	189	324	3.38164e-09	55.3865	cl40470	ps-ssRNAv_RdRp-like superfamily	N	 - 
Q#25 - >DIPPA_03690.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF10551.8 ;; note=MULE transposase domain	superfamily	463145	134	226	1.34807e-10	56.8886	cl48097	MULE superfamily	 - 	 - 
Q#25 - >DIPPA_03690.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF10551.8 ;; note=MULE transposase domain	superfamily	450417	572	673	0.00493222	37.6437	cl19932	OTU superfamily	C	 - 
Q#26 - >DIPPA_31943.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF10551.8 ;; note=MULE transposase domain	superfamily	463145	134	226	1.34807e-10	56.8886	cl48097	MULE superfamily	 - 	 - 
Q#26 - >DIPPA_31943.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF10551.8 ;; note=MULE transposase domain	superfamily	450417	572	673	0.00493222	37.6437	cl19932	OTU superfamily	C	 - 
Q#27 - >DIPPA_20676.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00300.21 ;; note=Histidine phosphatase superfamily (branch 1),mitochondrial predicted localisation	superfamily	459751	13	237	9.47684e-16	71.8567	cl47525	His_Phos_1 superfamily	 - 	 - 
Q#33 - >DIPPA_26855.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13202.5,protein motif:PFAM:PF13833.5 ;; note=EF hand,EF-hand domain pair	specific	463900	423	479	1.57809e-07	47.2482	pfam13499	EF-hand_7	 - 	cl38414
Q#33 - >DIPPA_26855.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13202.5,protein motif:PFAM:PF13833.5 ;; note=EF hand,EF-hand domain pair	specific	463900	298	359	1.88254e-07	46.863	pfam13499	EF-hand_7	 - 	cl38414
Q#33 - >DIPPA_26855.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13202.5,protein motif:PFAM:PF13833.5 ;; note=EF hand,EF-hand domain pair	specific	463900	87	149	4.82438e-07	45.7074	pfam13499	EF-hand_7	 - 	cl38414
Q#34 - >DIPPA_26873.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF09280.10 ;; note=XPC-binding domain	superfamily	459726	10	74	1.83376e-06	43.3138	cl47517	ubiquitin superfamily	 - 	 - 
Q#34 - >DIPPA_26873.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF09280.10 ;; note=XPC-binding domain	superfamily	462740	106	156	8.76545e-05	37.8604	cl18177	XPC-binding superfamily	 - 	 - 
Q#34 - >DIPPA_26873.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF09280.10 ;; note=XPC-binding domain	superfamily	465229	299	337	0.0023516	36.0819	cl28811	HOIP-UBA superfamily	NC	 - 
Q#37 - >DIPPA_29454.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF04851.14,protein motif:PFAM:PF00271.30 ;; note=Type III restriction enzyme, res subunit,Helicase conserved C-terminal domain	specific	398492	531	703	5.27832e-19	83.8756	pfam04851	ResIII	 - 	cl38936
Q#37 - >DIPPA_29454.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF04851.14,protein motif:PFAM:PF00271.30 ;; note=Type III restriction enzyme, res subunit,Helicase conserved C-terminal domain	specific	459740	916	1028	1.60186e-12	63.7687	pfam00271	Helicase_C	 - 	cl47522
Q#37 - >DIPPA_29454.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF04851.14,protein motif:PFAM:PF00271.30 ;; note=Type III restriction enzyme, res subunit,Helicase conserved C-terminal domain	specific	464580	15	109	1.79407e-06	48.1102	pfam15240	Pro-rich	N	cl26282
Q#38 - >DIPPA_29472.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00557.23 ;; note=Metallopeptidase family M24	superfamily	459852	182	360	0.000200959	40.3022	cl47565	Peptidase_M24 superfamily	 - 	 - 
Q#39 - >DIPPA_20453.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01129.17 ;; note=NAD:arginine ADP-ribosyltransferase	superfamily	469640	557	664	5.16017e-08	52.4497	cl00173	VIP2 superfamily	N	 - 
Q#40 - >DIPPA_20456.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00282.18 ;; note=Pyridoxal-dependent decarboxylase conserved domain,cytoplasmic predicted localisation	superfamily	460830	159	288	1.05008e-07	54.3878	cl38111	Atrophin-1 superfamily	C	 - 
Q#40 - >DIPPA_20456.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00282.18 ;; note=Pyridoxal-dependent decarboxylase conserved domain,cytoplasmic predicted localisation	superfamily	450240	514	622	1.9396e-05	46.2569	cl18945	AAT_I superfamily	NC	 - 
Q#41 - >DIPPA_07156.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF06701.12 ;; note=Mib_herc2	specific	461991	5686	5746	1.58921e-20	86.4999	pfam06701	MIB_HERC2	 - 	cl05972
Q#41 - >DIPPA_07156.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF06701.12 ;; note=Mib_herc2	superfamily	481474	373	1201	1.32529e-14	80.0157	cl47134	SMC_N superfamily	 - 	 - 
Q#41 - >DIPPA_07156.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF06701.12 ;; note=Mib_herc2	superfamily	481474	949	1878	3.30556e-08	58.8297	cl47134	SMC_N superfamily	 - 	 - 
Q#41 - >DIPPA_07156.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF06701.12 ;; note=Mib_herc2	specific	459697	8	122	1.00407e-06	48.7127	pfam00169	PH	 - 	cl47510
Q#42 - >DIPPA_07151.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01363.20,protein motif:PFAM:PF13639.5 ;; note=FYVE zinc finger,Ring finger domain	specific	426221	7	75	1.34492e-08	48.5316	pfam01363	FYVE	 - 	cl22851
Q#42 - >DIPPA_07151.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01363.20,protein motif:PFAM:PF13639.5 ;; note=FYVE zinc finger,Ring finger domain	superfamily	463669	95	142	0.000525489	35.3781	cl37847	zf-rbx1 superfamily	 - 	 - 
Q#43 - >DIPPA_07177.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01302.24 ;; note=CAP-Gly domain	specific	460154	99	197	1.37385e-16	71.6648	pfam01302	CAP_GLY	 - 	cl47651
Q#44 - >DIPPA_07180.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF12697.6 ;; note=Alpha/beta hydrolase family	specific	463673	11	235	3.38346e-07	47.4684	pfam12697	Abhydrolase_6	 - 	cl38364
Q#45 - >DIPPA_07166.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF05186.12 ;; note=Dpy-30 motif	superfamily	445844	13	49	3.27575e-05	34.5992	cl02594	DD_R_PKA_DPY30-like superfamily	 - 	 - 
Q#46 - >DIPPA_29726.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	318	469	5.79875e-07	49.6085	cl40470	ps-ssRNAv_RdRp-like superfamily	C	 - 
Q#49 - >DIPPA_62860.mRNA.1 product=hypothetical protein ;; Target=TR63961__c0_g1_i1__m.10381 1 1233 +,TR63961__c0_g1_i1__m.10381 1 330 + ;; inference=protein motif:PFAM:PF12991.2,protein motif:PFAM:PF06441.7,protein motif:PFAM:PF12072.3,protein motif:PFAM:PF05565.6,protein motif:PFAM:PF14362.1	superfamily	464943	6	167	0.000402811	40.1015	cl37899	CCDC158 superfamily	NC	 - 
Q#50 - >DIPPA_22776.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00226.30 ;; note=DnaJ domain	superfamily	481474	631	1283	9.15222e-17	84.6381	cl47134	SMC_N superfamily	NC	 - 
Q#50 - >DIPPA_22776.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00226.30 ;; note=DnaJ domain	specific	395170	19	82	2.57988e-12	61.3347	pfam00226	DnaJ	 - 	cl02542
Q#50 - >DIPPA_22776.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00226.30 ;; note=DnaJ domain	specific	395516	539	566	9.98329e-06	41.9539	pfam00641	zf-RanBP	 - 	cl02656
Q#50 - >DIPPA_22776.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00226.30 ;; note=DnaJ domain	specific	395516	278	305	0.000888425	36.5611	pfam00641	zf-RanBP	 - 	cl02656
Q#52 - >DIPPA_04119.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF02036.16 ;; note=SCP-2 sterol transfer family,cytoplasmic predicted localisation	specific	460423	16	104	5.16345e-15	63.044	pfam02036	SCP2	 - 	cl47716
Q#53 - >DIPPA_04123.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF02036.16 ;; note=SCP-2 sterol transfer family,cytoplasmic predicted localisation	specific	460423	16	104	5.16345e-15	63.044	pfam02036	SCP2	 - 	cl47716
Q#54 - >DIPPA_04117.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF02036.16 ;; note=SCP-2 sterol transfer family,cytoplasmic predicted localisation	specific	460423	16	104	5.16345e-15	63.044	pfam02036	SCP2	 - 	cl47716
Q#55 - >DIPPA_04126.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00583.24 ;; note=Acetyltransferase (GNAT) family,nuclear predicted localisation	specific	463905	71	146	4.58546e-07	43.9825	pfam13508	Acetyltransf_7	C	cl48199
Q#57 - >DIPPA_26369.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00536.29 ;; note=SAM domain (Sterile alpha motif)	specific	425739	6	60	6.45725e-09	50.3456	pfam00536	SAM_1	 - 	cl15755
Q#58 - >DIPPA_26369.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF00536.29 ;; note=SAM domain (Sterile alpha motif)	specific	425739	6	60	6.45725e-09	50.3456	pfam00536	SAM_1	 - 	cl15755
Q#59 - >DIPPA_18189.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase),mitochondrial predicted localisation	superfamily	477363	37	192	5.29577e-12	62.7052	cl40470	ps-ssRNAv_RdRp-like superfamily	 - 	 - 
Q#61 - >DIPPA_21055.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13385.5 ;; note=Concanavalin A-like lectin/glucanases superfamily,plasma_membrane predicted localisation,contains 4 TM domains	superfamily	463865	71	214	2.00042e-07	49.6898	cl48183	Laminin_G_3 superfamily	 - 	 - 
Q#63 - >DIPPA_21029.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13385.5 ;; note=Concanavalin A-like lectin/glucanases superfamily	superfamily	463865	87	220	2.22472e-09	55.4678	cl48183	Laminin_G_3 superfamily	 - 	 - 
Q#64 - >DIPPA_21049.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF08386.9 ;; note=TAP-like protein,mitochondrial predicted localisation,contains 2 TM domains	superfamily	473884	157	220	0.00773057	34.7878	cl21494	Abhydrolase superfamily	N	 - 
Q#66 - >DIPPA_11510.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01880.17,protein motif:PFAM:PF03188.15 ;; note=Desulfoferrodoxin,Eukaryotic cytochrome b561	superfamily	469579	367	453	5.2108e-10	56.9562	cl00014	SORL superfamily	 - 	 - 
Q#66 - >DIPPA_11510.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01880.17,protein motif:PFAM:PF03188.15 ;; note=Desulfoferrodoxin,Eukaryotic cytochrome b561	superfamily	469579	3077	3177	2.01912e-09	55.4154	cl00014	SORL superfamily	 - 	 - 
Q#66 - >DIPPA_11510.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01880.17,protein motif:PFAM:PF03188.15 ;; note=Desulfoferrodoxin,Eukaryotic cytochrome b561	superfamily	469579	1793	1894	0.000188561	41.1631	cl00014	SORL superfamily	 - 	 - 
Q#66 - >DIPPA_11510.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01880.17,protein motif:PFAM:PF03188.15 ;; note=Desulfoferrodoxin,Eukaryotic cytochrome b561	superfamily	474033	3298	3392	0.00378263	38.3567	cl23723	Cytochrome_b_N superfamily	N	 - 
Q#68 - >DIPPA_20947.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00025.20 ;; note=ADP-ribosylation factor family	superfamily	476819	30	61	0.000190932	38.3979	cl38936	P-loop_NTPase superfamily	C	 - 
Q#69 - >DIPPA_33785.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00589.21 ;; note=Phage integrase family	superfamily	469662	128	257	2.23693e-10	56.559	cl00213	DNA_BRE_C superfamily	 - 	 - 
Q#70 - >DIPPA_33777.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01753.17 ;; note=MYND finger	specific	460312	503	541	7.0031e-11	55.5036	pfam01753	zf-MYND	 - 	cl46589
Q#71 - >DIPPA_33796.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13639.5 ;; note=Ring finger domain	specific	395049	248	291	1.38557e-07	45.4234	pfam00097	zf-C3HC4	 - 	cl17238
Q#72 - >DIPPA_33783.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00589.21 ;; note=Phage integrase family	superfamily	469662	128	257	4.75234e-10	55.4034	cl00213	DNA_BRE_C superfamily	 - 	 - 
Q#73 - >DIPPA_07709.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00589.21 ;; note=Phage integrase family	superfamily	469662	128	257	1.87516e-10	56.559	cl00213	DNA_BRE_C superfamily	 - 	 - 
Q#74 - >DIPPA_06360.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	318	469	6.29302e-07	49.6085	cl40470	ps-ssRNAv_RdRp-like superfamily	C	 - 
Q#75 - >DIPPA_05777.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01129.17 ;; note=NAD:arginine ADP-ribosyltransferase	superfamily	469640	667	784	5.25852e-05	43.5901	cl00173	VIP2 superfamily	N	 - 
Q#76 - >DIPPA_05780.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00023.29 ;; note=Ankyrin repeat	specific	459634	17	48	0.000665163	32.6463	pfam00023	Ank	 - 	cl47481
Q#77 - >DIPPA_05784.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	203	358	8.08066e-12	62.7052	cl40470	ps-ssRNAv_RdRp-like superfamily	 - 	 - 
Q#78 - >DIPPA_05785.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13385.5,protein motif:PFAM:PF00354.16 ;; note=Concanavalin A-like lectin/glucanases superfamily,Pentaxin family	specific	463865	115	260	3.97964e-17	78.1946	pfam13385	Laminin_G_3	 - 	cl48183
Q#78 - >DIPPA_05785.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13385.5,protein motif:PFAM:PF00354.16 ;; note=Concanavalin A-like lectin/glucanases superfamily,Pentaxin family	superfamily	463865	556	697	2.40411e-08	52.7714	cl48183	Laminin_G_3 superfamily	 - 	 - 
Q#78 - >DIPPA_05785.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13385.5,protein motif:PFAM:PF00354.16 ;; note=Concanavalin A-like lectin/glucanases superfamily,Pentaxin family	superfamily	463865	1413	1519	8.3577e-08	51.2306	cl48183	Laminin_G_3 superfamily	 - 	 - 
Q#78 - >DIPPA_05785.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13385.5,protein motif:PFAM:PF00354.16 ;; note=Concanavalin A-like lectin/glucanases superfamily,Pentaxin family	superfamily	463865	2	61	1.15752e-07	50.8454	cl48183	Laminin_G_3 superfamily	N	 - 
Q#78 - >DIPPA_05785.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13385.5,protein motif:PFAM:PF00354.16 ;; note=Concanavalin A-like lectin/glucanases superfamily,Pentaxin family	superfamily	463865	335	483	4.09743e-06	46.223	cl48183	Laminin_G_3 superfamily	 - 	 - 
Q#78 - >DIPPA_05785.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13385.5,protein motif:PFAM:PF00354.16 ;; note=Concanavalin A-like lectin/glucanases superfamily,Pentaxin family	superfamily	463865	767	867	6.60272e-06	45.8378	cl48183	Laminin_G_3 superfamily	C	 - 
Q#78 - >DIPPA_05785.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13385.5,protein motif:PFAM:PF00354.16 ;; note=Concanavalin A-like lectin/glucanases superfamily,Pentaxin family	superfamily	463865	975	1101	0.00379234	37.7486	cl48183	Laminin_G_3 superfamily	 - 	 - 
Q#79 - >DIPPA_17032.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF14608.5 ;; note=RNA-binding, Nab2-type zinc finger	specific	459885	72	96	4.47646e-05	37.9431	pfam00642	zf-CCCH	 - 	cl47575
Q#79 - >DIPPA_17032.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF14608.5 ;; note=RNA-binding, Nab2-type zinc finger	superfamily	464787	86	154	0.000877599	36.671	cl25863	zf-CCCH_3 superfamily	 - 	 - 
Q#85 - >DIPPA_02777.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF10551.8 ;; note=MULE transposase domain	superfamily	463145	365	441	3.81511e-15	69.9854	cl48097	MULE superfamily	 - 	 - 
Q#85 - >DIPPA_02777.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF10551.8 ;; note=MULE transposase domain	superfamily	474953	362	525	1.26288e-11	65.4807	cl27632	Transposase_mut superfamily	N	 - 
Q#87 - >DIPPA_63029.mRNA.2 product=hypothetical protein ;; Target=TR66713__c3_g1_i2__m.11200 1 3881 +,TR66713__c3_g1_i2__m.11200 1 824 + ;; inference=protein motif:PFAM:PF01166.13,protein motif:PFAM:PF02183.13,protein motif:PFAM:PF07716.10,protein motif:PFAM:PF04977.10,protein motif:PFAM:PF02370.11	superfamily	464943	377	647	4.36078e-06	48.5759	cl37899	CCDC158 superfamily	NC	 - 
Q#88 - >DIPPA_16166.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	234	389	5.17373e-12	62.7052	cl40470	ps-ssRNAv_RdRp-like superfamily	 - 	 - 
Q#89 - >DIPPA_24206.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01697.26 ;; note=Glycosyltransferase family 92	superfamily	472172	92	225	3.68316e-09	55.4389	cl11394	Glyco_tranf_GTA_type superfamily	C	 - 
Q#89 - >DIPPA_24206.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01697.26 ;; note=Glycosyltransferase family 92	superfamily	469620	459	486	0.00845641	32.7616	cl00112	PAN_APPLE superfamily	C	 - 
Q#90 - >DIPPA_24202.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13456.5 ;; note=Reverse transcriptase-like	superfamily	449355	78	139	0.00047372	37.2453	cl14782	RNase_H_like superfamily	N	 - 
Q#91 - >DIPPA_18221.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00024.25 ;; note=PAN domain	specific	459635	239	282	0.000142886	39.0726	pfam00024	PAN_1	C	cl45981
Q#92 - >DIPPA_18231.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00651.30 ;; note=BTB/POZ domain	superfamily	464932	603	797	0.00248872	39.024	cl25727	HMMR_N superfamily	N	 - 
Q#92 - >DIPPA_18231.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00651.30 ;; note=BTB/POZ domain	superfamily	453885	6	101	0.00599218	35.3108	cl38908	BTB_POZ superfamily	 - 	 - 
Q#94 - >DIPPA_18220.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00704.27 ;; note=Glycosyl hydrolases family 18,extracellular predicted localisation	specific	425828	146	381	6.20751e-19	85.1996	pfam00704	Glyco_hydro_18	C	cl38006
Q#95 - >DIPPA_18214.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00642.23 ;; note=Zinc finger C-x8-C-x5-C-x3-H type (and similar)	specific	465719	315	333	6.48396e-07	43.945	pfam18345	zf_CCCH_4	 - 	cl48331
Q#96 - >DIPPA_08292.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF06728.12 ;; note=GPI transamidase subunit PIG-U,plasma_membrane predicted localisation,contains 9 TM domains	superfamily	473917	103	351	1.70888e-08	53.77	cl21590	PMT_2 superfamily	N	 - 
Q#98 - >DIPPA_08297.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF06911.11 ;; note=Senescence-associated protein	superfamily	462037	177	370	0.000546271	38.7679	cl25903	Senescence superfamily	 - 	 - 
Q#100 - >DIPPA_15409.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF03924.12 ;; note=CHASE domain	superfamily	470172	100	190	1.29706e-09	57.3	cl01369	CHASE superfamily	C	 - 
Q#101 - >DIPPA_13557.mRNA.1 product=hypothetical protein ;; note=plasma_membrane predicted localisation,contains 3 TM domains	specific	460248	88	344	1.44684e-06	49.3369	pfam01547	SBP_bac_1	 - 	cl47681
Q#102 - >DIPPA_13551.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	827	978	5.81509e-07	49.6085	cl40470	ps-ssRNAv_RdRp-like superfamily	C	 - 
Q#103 - >DIPPA_02178.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	318	469	4.34861e-07	49.6085	cl40470	ps-ssRNAv_RdRp-like superfamily	C	 - 
Q#104 - >DIPPA_22733.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00856.27 ;; note=SET domain	specific	459965	546	601	1.11983e-08	51.755	pfam00856	SET	N	cl47602
Q#105 - >DIPPA_22738.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00293.27 ;; note=NUDIX domain	specific	395229	19	112	0.000748975	37.0778	pfam00293	NUDIX	C	cl00447
Q#106 - >DIPPA_22730.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF05686.11 ;; note=Glycosyl transferase family 90	superfamily	329112	463	565	7.2873e-08	53.2495	cl23835	Glyco_transf_90 superfamily	NC	 - 
Q#108 - >DIPPA_04638.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00494.18 ;; note=Squalene/phytoene synthase,mitochondrial predicted localisation	superfamily	469660	183	348	1.76689e-10	59.2251	cl00210	Isoprenoid_Biosyn_C1 superfamily	C	 - 
Q#109 - >DIPPA_04634.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13812.5 ;; note=Pentatricopeptide repeat domain,mitochondrial predicted localisation	superfamily	407303	421	501	0.000340172	40.4577	cl38513	PPR_long superfamily	N	 - 
Q#110 - >DIPPA_00183.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF12624.6,protein motif:PFAM:PF01436.20,protein motif:PFAM:PF16909.4 ;; note=N-terminal region of Chorein or VPS13,NHL repeat,Vacuolar-sorting-associated 13 protein C-terminal	superfamily	465310	5625	5764	5.44801e-10	59.8649	cl25193	VPS13_C superfamily	N	 - 
Q#110 - >DIPPA_00183.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF12624.6,protein motif:PFAM:PF01436.20,protein motif:PFAM:PF16909.4 ;; note=N-terminal region of Chorein or VPS13,NHL repeat,Vacuolar-sorting-associated 13 protein C-terminal	superfamily	463646	18	117	5.92056e-09	55.2642	cl14987	Chorein_N superfamily	 - 	 - 
Q#110 - >DIPPA_00183.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF12624.6,protein motif:PFAM:PF01436.20,protein motif:PFAM:PF16909.4 ;; note=N-terminal region of Chorein or VPS13,NHL repeat,Vacuolar-sorting-associated 13 protein C-terminal	superfamily	461974	4904	5161	6.45866e-09	58.8553	cl05933	SHR-BD superfamily	 - 	 - 
